dataset_id,dataset_name,dataset_category,field_count,coverage,date_coverage,value_score,pyramid_multiplier,date_updated,variant_id,variant_path,variant_evidence
acquisition_model,Corporate Acquisition Likelihood Model,Other,15,0.9966,0.9507,7.0,1.9,2026-03-01,acquisition_model__fc15,reports/data_fields/all_scopes/variants/acquisition_model__fc15.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ai_equity_alpha,AI Equity Alpha Forecasts,Model,289,0.9824,0.9507,7.0,1.9,2026-02-01,ai_equity_alpha__fc289,reports/data_fields/all_scopes/variants/ai_equity_alpha__fc289.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
analyst10,Performance-Weighted Analyst Estimates,Analyst,614,0.6994,1.0,4.0,1.9,2026-04-01,analyst10__fc614,reports/data_fields/all_scopes/variants/analyst10__fc614.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
analyst_base_ref,Analyst Estimates Base Reference,Analyst,4,0.8693,0.9507,6.0,1.9,2026-03-01,analyst_base_ref__fc4,reports/data_fields/all_scopes/variants/analyst_base_ref__fc4.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
china_funda_data,China Equity Fundamentals Data,Fundamental,6,0.3396,0.9507,,1.9,2026-03-01,china_funda_data__fc6,reports/data_fields/all_scopes/variants/china_funda_data__fc6.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
china_stock_funda,China Stock Market Fundamentals,Other,78,0.7116,0.9507,10.0,1.9,2026-03-01,china_stock_funda__fc78,reports/data_fields/all_scopes/variants/china_stock_funda__fc78.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
cn_stock_sentiment,China Stock Social Sentiment Scores,Other,49,0.7107,0.6279,6.0,1.9,2026-03-01,cn_stock_sentiment__fc49,reports/data_fields/all_scopes/variants/cn_stock_sentiment__fc49.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fundamental27,A-shares Fundamental Data,Fundamental,714,0.7878,0.9507,3.0,1.9,2026-03-01,fundamental27__fc714,reports/data_fields/all_scopes/variants/fundamental27__fc714.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
insider_feats,Global Insider Transaction Features,Other,118,0.5808,0.9507,10.0,1.9,2026-03-01,insider_feats__fc118,reports/data_fields/all_scopes/variants/insider_feats__fc118.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
market_news_sent,Financial Market News Sentiment,Other,3,0.9979,0.8275,10.0,1.9,2026-03-01,market_news_sent__fc3,reports/data_fields/all_scopes/variants/market_news_sent__fc3.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model175,China Fundamentals and Technicals Model,Model,424,0.9734,0.9507,1.0,1.9,2026-03-01,model175__fc424,reports/data_fields/all_scopes/variants/model175__fc424.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model243,Combined Alpha Model,Model,4,0.9228,1.0,3.0,1.9,2024-12-01,model243__fc4,reports/data_fields/all_scopes/variants/model243__fc4.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model37,Text Mining Data,Model,25,0.6715,0.9507,7.0,1.9,2025-11-01,model37__fc25,reports/data_fields/all_scopes/variants/model37__fc25.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news29,Significant Developments Data,News,5,0.9655,0.9507,6.0,1.8,2025-11-01,news29__fc5,reports/data_fields/all_scopes/variants/news29__fc5.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
