"dataset_id","dataset_name","dataset_category","field_id","field_name","description","field_type","region","universe","delay","coverage","user_permission","permission_level","last_seen","notes"
"model53","Creditworthiness Risk Measure Model","Model","annualized_pd_10_year","annualized_pd_10_year","Annualized probability of default over a 10-year horizon.","MATRIX","USA","TOP3000","1","0.8563","","","2026-07-16T15:20:39","possible_direction=unknown"
"model53","Creditworthiness Risk Measure Model","Model","annualized_pd_10_year_jc5","annualized_pd_10_year_jc5","Annualized probability of default over a 10-year horizon using JC5 model.","MATRIX","USA","TOP3000","1","0.9185","","","2026-07-16T15:20:39","possible_direction=unknown"
"model53","Creditworthiness Risk Measure Model","Model","annualized_pd_10_year_jc7","annualized_pd_10_year_jc7","Annualized probability of default over a 10-year horizon using JC7 model.","MATRIX","USA","TOP3000","1","0.8792","","","2026-07-16T15:20:39","possible_direction=unknown"
"model53","Creditworthiness Risk Measure Model","Model","annualized_pd_10_year_jm5","annualized_pd_10_year_jm5","Annualized probability of default over a 10-year horizon using JM5 model.","MATRIX","USA","TOP3000","1","0.9185","","","2026-07-16T15:20:39","possible_direction=unknown"
"model53","Creditworthiness Risk Measure Model","Model","annualized_pd_10_year_ms5","annualized_pd_10_year_ms5","Annualized probability of default over a 10-year horizon using MS5 model.","MATRIX","USA","TOP3000","1","0.9216","","","2026-07-16T15:20:39","possible_direction=unknown"
"model53","Creditworthiness Risk Measure Model","Model","annualized_pd_1_month","annualized_pd_1_month","Annualized probability of default over a 1-month horizon.","MATRIX","USA","TOP3000","1","0.8563","","","2026-07-16T15:20:39","possible_direction=unknown"
"model53","Creditworthiness Risk Measure Model","Model","annualized_pd_1_month_jc5","annualized_pd_1_month_jc5","Annualized probability of default over a 1-month horizon using JC5 model.","MATRIX","USA","TOP3000","1","0.9185","","","2026-07-16T15:20:39","possible_direction=unknown"
"model53","Creditworthiness Risk Measure Model","Model","annualized_pd_1_month_jc7","annualized_pd_1_month_jc7","Annualized probability of default over a 1-month horizon using JC7 model.","MATRIX","USA","TOP3000","1","0.8792","","","2026-07-16T15:20:39","possible_direction=unknown"
"model53","Creditworthiness Risk Measure Model","Model","annualized_pd_1_month_jm5","annualized_pd_1_month_jm5","Annualized probability of default over a 1-month horizon using JM5 model.","MATRIX","USA","TOP3000","1","0.9185","","","2026-07-16T15:20:39","possible_direction=unknown"
"model53","Creditworthiness Risk Measure Model","Model","annualized_pd_1_month_ms5","annualized_pd_1_month_ms5","Annualized probability of default over a 1-month horizon using MS5 model.","MATRIX","USA","TOP3000","1","0.9216","","","2026-07-16T15:20:39","possible_direction=unknown"
"model53","Creditworthiness Risk Measure Model","Model","annualized_pd_1_year","annualized_pd_1_year","Annualized probability of default over a 1-year horizon.","MATRIX","USA","TOP3000","1","0.8563","","","2026-07-16T15:20:39","possible_direction=unknown"
"model53","Creditworthiness Risk Measure Model","Model","annualized_pd_1_year_jc5","annualized_pd_1_year_jc5","Annualized probability of default over a 1-year horizon using JC5 model.","MATRIX","USA","TOP3000","1","0.9185","","","2026-07-16T15:20:39","possible_direction=unknown"
"model53","Creditworthiness Risk Measure Model","Model","annualized_pd_1_year_jc7","annualized_pd_1_year_jc7","Annualized probability of default over a 1-year horizon using JC7 model.","MATRIX","USA","TOP3000","1","0.8792","","","2026-07-16T15:20:39","possible_direction=unknown"
