"dataset_id","dataset_name","dataset_category","field_id","field_name","description","field_type","region","universe","delay","coverage","user_permission","permission_level","last_seen","notes"
"model211","Analyst estimate prediction data","Analyst","mdl211_delta_ebtq_q1_mada","mdl211_delta_ebtq_q1_mada","Mean of absolute deviation of scaled actual values for Q1 EBITDA","MATRIX","USA","TOP3000","1","0.5563","","","2026-07-16T15:20:39","possible_direction=analyst"
"model211","Analyst estimate prediction data","Analyst","mdl211_delta_ebtq_q1_madp","mdl211_delta_ebtq_q1_madp","Mean of absolute deviation of predicted values for Q1 EBITDA","MATRIX","USA","TOP3000","1","1.0","","","2026-07-16T15:20:39","possible_direction=analyst"
"model211","Analyst estimate prediction data","Analyst","mdl211_delta_ebtq_q1_mae","mdl211_delta_ebtq_q1_mae","Mean of absolute error of the model of a particular stock for Q1 EBITDA","MATRIX","USA","TOP3000","1","0.5759","","","2026-07-16T15:20:39","possible_direction=analyst"
"model211","Analyst estimate prediction data","Analyst","mdl211_delta_ebtq_q1_predict","mdl211_delta_ebtq_q1_predict","Predicted value of Q1 EBITDA","MATRIX","USA","TOP3000","1","1.0","","","2026-07-16T15:20:39","possible_direction=analyst"
"model211","Analyst estimate prediction data","Analyst","mdl211_delta_ebtq_q2_mada","mdl211_delta_ebtq_q2_mada","Mean of absolute deviation of scaled actual values for Q2 EBITDA","MATRIX","USA","TOP3000","1","0.5557","","","2026-07-16T15:20:39","possible_direction=analyst"
"model211","Analyst estimate prediction data","Analyst","mdl211_delta_ebtq_q2_madp","mdl211_delta_ebtq_q2_madp","Mean of absolute deviation of predicted values for Q2 EBITDA","MATRIX","USA","TOP3000","1","1.0","","","2026-07-16T15:20:39","possible_direction=analyst"
"model211","Analyst estimate prediction data","Analyst","mdl211_delta_ebtq_q2_mae","mdl211_delta_ebtq_q2_mae","Mean of absolute error of the model of a particular stock for Q2 EBITDA","MATRIX","USA","TOP3000","1","0.5759","","","2026-07-16T15:20:39","possible_direction=analyst"
"model211","Analyst estimate prediction data","Analyst","mdl211_delta_ebtq_q2_predict","mdl211_delta_ebtq_q2_predict","Predicted value of Q2 EBITDA","MATRIX","USA","TOP3000","1","1.0","","","2026-07-16T15:20:39","possible_direction=analyst"
"model211","Analyst estimate prediction data","Analyst","mdl211_delta_ebtq_q3_mada","mdl211_delta_ebtq_q3_mada","Mean of absolute deviation of scaled actual values for Q3 EBITDA","MATRIX","USA","TOP3000","1","0.5558","","","2026-07-16T15:20:39","possible_direction=analyst"
"model211","Analyst estimate prediction data","Analyst","mdl211_delta_ebtq_q3_madp","mdl211_delta_ebtq_q3_madp","Mean of absolute deviation of predicted values for Q3 EBITDA","MATRIX","USA","TOP3000","1","1.0","","","2026-07-16T15:20:39","possible_direction=analyst"
