"dataset_id","dataset_name","dataset_category","field_id","field_name","description","field_type","region","universe","delay","coverage","user_permission","permission_level","last_seen","notes"
"sentiment27","Website Popularity Rankings","Sentiment","snt27_avgranking_19","snt27_avgranking_19","Average of rankings","VECTOR","USA","TOP3000","1","0.908","","","2026-07-16T15:20:39","possible_direction=sentiment"
"sentiment27","Website Popularity Rankings","Sentiment","snt27_dltcc_3","snt27_dltcc_3","Country code TLD","VECTOR","USA","TOP3000","1","0.937","","","2026-07-16T15:20:39","possible_direction=sentiment"
"sentiment27","Website Popularity Rankings","Sentiment","snt27_kurtosis_16","snt27_kurtosis_16","Kurtosis of ranking","VECTOR","USA","TOP3000","1","0.674","","","2026-07-16T15:20:39","possible_direction=sentiment"
"sentiment27","Website Popularity Rankings","Sentiment","snt27_new_atlas_domain_1","snt27_new_atlas_domain_1","Cleaned domain name","VECTOR","USA","TOP3000","1","0.937","","","2026-07-16T15:20:39","possible_direction=sentiment"
"sentiment27","Website Popularity Rankings","Sentiment","snt27_rank_2","snt27_rank_2","rank of the domain","VECTOR","USA","TOP3000","1","0.937","","","2026-07-16T15:20:39","possible_direction=sentiment"
"sentiment27","Website Popularity Rankings","Sentiment","snt27_relpopularity08_11","snt27_relpopularity08_11","Relative popularity calculated with alpha=0.8","VECTOR","USA","TOP3000","1","0.908","","","2026-07-16T15:20:39","possible_direction=sentiment"
"sentiment27","Website Popularity Rankings","Sentiment","snt27_relpopularity1_14","snt27_relpopularity1_14","Relative popularity calculated with alpha=1","VECTOR","USA","TOP3000","1","0.908","","","2026-07-16T15:20:39","possible_direction=sentiment"
"sentiment27","Website Popularity Rankings","Sentiment","snt27_skewness_21","snt27_skewness_21","Skewness of ranking","VECTOR","USA","TOP3000","1","0.674","","","2026-07-16T15:20:39","possible_direction=sentiment"
"sentiment27","Website Popularity Rankings","Sentiment","snt27_top50pctranking_15","snt27_top50pctranking_15","The top 50% percentile ranking","VECTOR","USA","TOP3000","1","0.908","","","2026-07-16T15:20:39","possible_direction=sentiment"
"sentiment27","Website Popularity Rankings","Sentiment","snt27_top50pctrankingavg_13","snt27_top50pctrankingavg_13","The average ranking of the top 50% percentile","VECTOR","USA","TOP3000","1","0.908","","","2026-07-16T15:20:39","possible_direction=sentiment"
"sentiment27","Website Popularity Rankings","Sentiment","snt27_top75pctranking_8","snt27_top75pctranking_8","The top 75% percentile ranking","VECTOR","USA","TOP3000","1","0.908","","","2026-07-16T15:20:39","possible_direction=sentiment"
"sentiment27","Website Popularity Rankings","Sentiment","snt27_top75pctrankingavg_9","snt27_top75pctrankingavg_9","The average ranking of the top 75% percentile","VECTOR","USA","TOP3000","1","0.908","","","2026-07-16T15:20:39","possible_direction=sentiment"
"sentiment27","Website Popularity Rankings","Sentiment","snt27_topranking_7","snt27_topranking_7","The top ranking","VECTOR","USA","TOP3000","1","0.908","","","2026-07-16T15:20:39","possible_direction=sentiment"
"sentiment27","Website Popularity Rankings","Sentiment","snt27_totalcountrydomains_10","snt27_totalcountrydomains_10","Total number of country-code TLDs","VECTOR","USA","TOP3000","1","0.908","","","2026-07-16T15:20:39","possible_direction=sentiment"
"sentiment27","Website Popularity Rankings","Sentiment","snt27_totaldomains_17","snt27_totaldomains_17","Total number of sub-domains","VECTOR","USA","TOP3000","1","0.908","","","2026-07-16T15:20:39","possible_direction=sentiment"
"sentiment27","Website Popularity Rankings","Sentiment","snt27_website_4","snt27_website_4","name of the website","VECTOR","USA","TOP3000","1","0.937","","","2026-07-16T15:20:39","possible_direction=sentiment"
"sentiment27","Website Popularity Rankings","Sentiment","snt27_wq_pit_12","snt27_wq_pit_12","For ongoing data it is wq_append_time, for history data it simulated from PIT simulation field in the MCD input settings. MCD builder can disable auto-filled value of wq_pit for ongoing, by checking the flag Always simulate PIT"" in MCD Output Config""","VECTOR","USA","TOP3000","1","0.908","","","2026-07-16T15:20:39","possible_direction=sentiment"
