dataset_id,dataset_name,dataset_category,field_id,field_name,description,field_type,region,universe,delay,coverage,user_permission,permission_level,last_seen,notes,keywords
other128,Global Executive Performance Factors,Other,chief_exec_investor_sentiment_score,chief_exec_investor_sentiment_score,investor confidence on CEO,VECTOR,USA,TOP3000,1,0.111,,,2026-07-16T15:20:39,possible_direction=sentiment,ceo chief_exec_investor_sentiment_score confidence executive factors global investor other other128 performance possible_direction sentiment
other128,Global Executive Performance Factors,Other,finance_exec_investor_sentiment_score,finance_exec_investor_sentiment_score,investor confidence on CFO,VECTOR,USA,TOP3000,1,0.161,,,2026-07-16T15:20:39,possible_direction=sentiment,cfo confidence executive factors finance_exec_investor_sentiment_score global investor other other128 performance possible_direction sentiment
other128,Global Executive Performance Factors,Other,oth128_ceocashcompensation,oth128_ceocashcompensation,CEO cash compensation,VECTOR,USA,TOP3000,1,0.7324,,,2026-07-16T15:20:39,possible_direction=unknown,cash ceo compensation executive factors global oth128_ceocashcompensation other other128 performance possible_direction unknown
other128,Global Executive Performance Factors,Other,oth128_ceononcashcompensation,oth128_ceononcashcompensation,CEO non cash compensation,VECTOR,USA,TOP3000,1,0.6926,,,2026-07-16T15:20:39,possible_direction=unknown,cash ceo compensation executive factors global non oth128_ceononcashcompensation other other128 performance possible_direction unknown
other128,Global Executive Performance Factors,Other,oth128_ceotenure,oth128_ceotenure,CEO tenure,VECTOR,USA,TOP3000,1,0.5528,,,2026-07-16T15:20:39,possible_direction=unknown,ceo executive factors global oth128_ceotenure other other128 performance possible_direction tenure unknown
other128,Global Executive Performance Factors,Other,oth128_cfocashcompensation,oth128_cfocashcompensation,CFO cash compensation,VECTOR,USA,TOP3000,1,0.7035,,,2026-07-16T15:20:39,possible_direction=unknown,cash cfo compensation executive factors global oth128_cfocashcompensation other other128 performance possible_direction unknown
other128,Global Executive Performance Factors,Other,oth128_cfononcashcompensation,oth128_cfononcashcompensation,CFO non cash compensation,VECTOR,USA,TOP3000,1,0.6757,,,2026-07-16T15:20:39,possible_direction=unknown,cash cfo compensation executive factors global non oth128_cfononcashcompensation other other128 performance possible_direction unknown
other128,Global Executive Performance Factors,Other,oth128_cfotenure,oth128_cfotenure,CFO tenure,VECTOR,USA,TOP3000,1,0.6364,,,2026-07-16T15:20:39,possible_direction=unknown,cfo executive factors global oth128_cfotenure other other128 performance possible_direction tenure unknown
other128,Global Executive Performance Factors,Other,oth128_keyexecutiveice,oth128_keyexecutiveice,investor confidence on key executives,VECTOR,USA,TOP3000,1,0.6363,,,2026-07-16T15:20:39,possible_direction=unknown,confidence executive executives factors global investor key oth128_keyexecutiveice other other128 performance possible_direction unknown
other128,Global Executive Performance Factors,Other,oth128_keyexecutivetenure,oth128_keyexecutivetenure,key executive tenure,VECTOR,USA,TOP3000,1,0.7388,,,2026-07-16T15:20:39,possible_direction=unknown,executive factors global key oth128_keyexecutivetenure other other128 performance possible_direction tenure unknown
other128,Global Executive Performance Factors,Other,oth128_marketcap,oth128_marketcap,market cap,VECTOR,USA,TOP3000,1,0.754,,,2026-07-16T15:20:39,possible_direction=unknown,cap executive factors global market oth128_marketcap other other128 performance possible_direction unknown
other128,Global Executive Performance Factors,Other,oth128_score,oth128_score,Final Capri composite management quality score (unitless normalized),VECTOR,USA,TOP3000,1,0.754,,,2026-07-16T15:20:39,possible_direction=quality,capri composite executive factors final global management normalized oth128_score other other128 performance possible_direction quality score unitless
