"dataset_id","dataset_name","dataset_category","field_id","field_name","description","field_type","region","universe","delay","coverage","user_permission","permission_level","last_seen","notes"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_a_lev","rsk82_raw_etf_us_a_lev","Market value held in aggregate by active US-listed equity ETFs","VECTOR","USA","TOP3000","1","0.4088","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_a_lev_d12m","rsk82_raw_etf_us_a_lev_d12m","12m delta in market value held in aggregate by US-listed active ETFs","VECTOR","USA","TOP3000","1","0.442","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_a_lev_d1m","rsk82_raw_etf_us_a_lev_d1m","1m delta in market value held in aggregate by US-listed active ETFs","VECTOR","USA","TOP3000","1","0.4137","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_a_lev_d1w","rsk82_raw_etf_us_a_lev_d1w","1w delta in market value held in aggregate by US-listed active ETFs","VECTOR","USA","TOP3000","1","0.4101","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_a_lev_d2w","rsk82_raw_etf_us_a_lev_d2w","2w delta in market value held in aggregate by US-listed active ETFs","VECTOR","USA","TOP3000","1","0.4113","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_a_lev_d3m","rsk82_raw_etf_us_a_lev_d3m","3m delta in market value held in aggregate by US-listed active ETFs","VECTOR","USA","TOP3000","1","0.4213","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_a_lev_d6m","rsk82_raw_etf_us_a_lev_d6m","6m delta in market value held in aggregate by US-listed active ETFs","VECTOR","USA","TOP3000","1","0.4327","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_a_lev_g12m","rsk82_raw_etf_us_a_lev_g12m","12m growth in market value held in aggregate by US-listed active ETFs","VECTOR","USA","TOP3000","1","0.3441","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_a_lev_g1m","rsk82_raw_etf_us_a_lev_g1m","1m growth in market value held in aggregate by US-listed active ETFs","VECTOR","USA","TOP3000","1","0.4034","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_a_lev_g1w","rsk82_raw_etf_us_a_lev_g1w","1m growth in market value held in aggregate by US-listed active ETFs","VECTOR","USA","TOP3000","1","0.4079","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_a_lev_g2w","rsk82_raw_etf_us_a_lev_g2w","3m growth in market value held in aggregate by US-listed active ETFs","VECTOR","USA","TOP3000","1","0.4068","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_a_lev_g3m","rsk82_raw_etf_us_a_lev_g3m","3m growth in market value held in aggregate by US-listed active ETFs","VECTOR","USA","TOP3000","1","0.3928","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_a_lev_g6m","rsk82_raw_etf_us_a_lev_g6m","6m growth in market value held in aggregate by US-listed active ETFs","VECTOR","USA","TOP3000","1","0.3768","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_a_pop","rsk82_raw_etf_us_a_pop","Number of active US-listed equity ETFs holding the stock","VECTOR","USA","TOP3000","1","0.3533","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_a_pop_d12m","rsk82_raw_etf_us_a_pop_d12m","12m delta in number of US-listed active ETFs holding the stock","VECTOR","USA","TOP3000","1","0.4211","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_a_pop_d1m","rsk82_raw_etf_us_a_pop_d1m","1m delta in number of US-listed active ETFs holding the stock","VECTOR","USA","TOP3000","1","0.3524","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_a_pop_d1w","rsk82_raw_etf_us_a_pop_d1w","1w delta in number of US-listed active ETFs holding the stock","VECTOR","USA","TOP3000","1","0.331","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_a_pop_d2w","rsk82_raw_etf_us_a_pop_d2w","2w delta in number of US-listed active ETFs holding the stock","VECTOR","USA","TOP3000","1","0.3384","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_a_pop_d3m","rsk82_raw_etf_us_a_pop_d3m","3m delta in number of US-listed active ETFs holding the stock","VECTOR","USA","TOP3000","1","0.3823","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_a_pop_d6m","rsk82_raw_etf_us_a_pop_d6m","6m delta in number of US-listed active ETFs holding the stock","VECTOR","USA","TOP3000","1","0.404","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_a_pop_g12m","rsk82_raw_etf_us_a_pop_g12m","12m growth in number of US-listed active ETFs holding the stock","VECTOR","USA","TOP3000","1","0.3027","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_a_pop_g1m","rsk82_raw_etf_us_a_pop_g1m","1m growth in number of US-listed active ETFs holding the stock","VECTOR","USA","TOP3000","1","0.3129","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_a_pop_g1w","rsk82_raw_etf_us_a_pop_g1w","1w growth in number of US-listed active ETFs holding the stock","VECTOR","USA","TOP3000","1","0.3003","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_a_pop_g2w","rsk82_raw_etf_us_a_pop_g2w","2w growth in number of US-listed active ETFs holding the stock","VECTOR","USA","TOP3000","1","0.3055","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_a_pop_g3m","rsk82_raw_etf_us_a_pop_g3m","3m growth in number of US-listed active ETFs holding the stock","VECTOR","USA","TOP3000","1","0.3247","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_a_pop_g6m","rsk82_raw_etf_us_a_pop_g6m","6m growth in number of US-listed active ETFs holding the stock","VECTOR","USA","TOP3000","1","0.3215","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_lev","rsk82_raw_etf_us_lev","Market value held in aggregate by US-listed equity ETFs","VECTOR","USA","TOP3000","1","0.9938","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_lev_d12m","rsk82_raw_etf_us_lev_d12m","12m delta in market value held in aggregate by US-listed ETFs","VECTOR","USA","TOP3000","1","0.9971","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_lev_d1m","rsk82_raw_etf_us_lev_d1m","1m delta in market value held in aggregate by US-listed ETFs","VECTOR","USA","TOP3000","1","0.9943","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_lev_d1w","rsk82_raw_etf_us_lev_d1w","1w delta in market value held in aggregate by US-listed ETFs","VECTOR","USA","TOP3000","1","0.9939","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_lev_d2w","rsk82_raw_etf_us_lev_d2w","2w delta in market value held in aggregate by US-listed ETFs","VECTOR","USA","TOP3000","1","0.9941","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_lev_d3m","rsk82_raw_etf_us_lev_d3m","3m delta in market value held in aggregate by US-listed ETFs","VECTOR","USA","TOP3000","1","0.9952","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_lev_d6m","rsk82_raw_etf_us_lev_d6m","6m delta in market value held in aggregate by US-listed ETFs","VECTOR","USA","TOP3000","1","0.9961","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_lev_g12m","rsk82_raw_etf_us_lev_g12m","12m growth in market value held in aggregate by US-listed ETFs","VECTOR","USA","TOP3000","1","0.9288","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_lev_g1m","rsk82_raw_etf_us_lev_g1m","1m growth in market value held in aggregate by US-listed ETFs","VECTOR","USA","TOP3000","1","0.989","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_lev_g1w","rsk82_raw_etf_us_lev_g1w","1m growth in market value held in aggregate by US-listed ETFs","VECTOR","USA","TOP3000","1","0.9929","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_lev_g2w","rsk82_raw_etf_us_lev_g2w","3m growth in market value held in aggregate by US-listed ETFs","VECTOR","USA","TOP3000","1","0.992","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_lev_g3m","rsk82_raw_etf_us_lev_g3m","3m growth in market value held in aggregate by US-listed ETFs","VECTOR","USA","TOP3000","1","0.9779","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_lev_g6m","rsk82_raw_etf_us_lev_g6m","6m growth in market value held in aggregate by US-listed ETFs","VECTOR","USA","TOP3000","1","0.9615","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_p_lev","rsk82_raw_etf_us_p_lev","Market value held in aggregate by passive US-listed equity ETFs","VECTOR","USA","TOP3000","1","0.9929","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_p_lev_d12m","rsk82_raw_etf_us_p_lev_d12m","12m delta in market value held in aggregate by US-listed passive ETFs","VECTOR","USA","TOP3000","1","0.9964","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_p_lev_d1m","rsk82_raw_etf_us_p_lev_d1m","1m delta in market value held in aggregate by US-listed passive ETFs","VECTOR","USA","TOP3000","1","0.9935","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_p_lev_d1w","rsk82_raw_etf_us_p_lev_d1w","1w delta in market value held in aggregate by US-listed passive ETFs","VECTOR","USA","TOP3000","1","0.9931","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_p_lev_d2w","rsk82_raw_etf_us_p_lev_d2w","2w delta in market value held in aggregate by US-listed passive ETFs","VECTOR","USA","TOP3000","1","0.9933","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_p_lev_d3m","rsk82_raw_etf_us_p_lev_d3m","3m delta in market value held in aggregate by US-listed passive ETFs","VECTOR","USA","TOP3000","1","0.9945","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_p_lev_d6m","rsk82_raw_etf_us_p_lev_d6m","6m delta in market value held in aggregate by US-listed passive ETFs","VECTOR","USA","TOP3000","1","0.9954","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_p_lev_g12m","rsk82_raw_etf_us_p_lev_g12m","12m growth in market value held in aggregate by US-listed passive ETFs","VECTOR","USA","TOP3000","1","0.9283","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_p_lev_g1m","rsk82_raw_etf_us_p_lev_g1m","1m growth in market value held in aggregate by US-listed passive ETFs","VECTOR","USA","TOP3000","1","0.9882","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_p_lev_g1w","rsk82_raw_etf_us_p_lev_g1w","1m growth in market value held in aggregate by US-listed passive ETFs","VECTOR","USA","TOP3000","1","0.9921","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_p_lev_g2w","rsk82_raw_etf_us_p_lev_g2w","3m growth in market value held in aggregate by US-listed passive ETFs","VECTOR","USA","TOP3000","1","0.9911","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_p_lev_g3m","rsk82_raw_etf_us_p_lev_g3m","3m growth in market value held in aggregate by US-listed passive ETFs","VECTOR","USA","TOP3000","1","0.9771","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_p_lev_g6m","rsk82_raw_etf_us_p_lev_g6m","6m growth in market value held in aggregate by US-listed passive ETFs","VECTOR","USA","TOP3000","1","0.9608","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_p_pop","rsk82_raw_etf_us_p_pop","Number of passive US-listed equity ETFs holding the stock","VECTOR","USA","TOP3000","1","1.0","","","2026-07-16T15:20:39","possible_direction=unknown"
"risk82","ETF Risk Data","Model","rsk82_raw_etf_us_p_pop_d12m","rsk82_raw_etf_us_p_pop_d12m","12m delta in number of US-listed passive ETFs holding the stock","VECTOR","USA","TOP3000","1","0.9559","","","2026-07-16T15:20:39","possible_direction=unknown"
