"dataset_id","dataset_name","dataset_category","field_id","field_name","description","field_type","region","universe","delay","coverage","user_permission","permission_level","last_seen","notes"
"other455","Relationship enhanced with AI/ML","Other","oth455_competitor_n2v_p10_q200_w1_kmeans_cluster_10","oth455_competitor_n2v_p10_q200_w1_kmeans_cluster_10","D1-lagged KMeans cluster label (10 clusters) from the W1 Node2Vec competitor latent vector (USA, N2V P10 Q200)","GROUP","USA","TOP3000","1","0.9484","","","2026-07-16T15:20:39","possible_direction=unknown"
"other455","Relationship enhanced with AI/ML","Other","oth455_competitor_n2v_p10_q200_w1_kmeans_cluster_20","oth455_competitor_n2v_p10_q200_w1_kmeans_cluster_20","D1-lagged KMeans cluster label (20 clusters) from the W1 Node2Vec competitor latent vector (USA, N2V P10 Q200)","GROUP","USA","TOP3000","1","0.9484","","","2026-07-16T15:20:39","possible_direction=unknown"
"other455","Relationship enhanced with AI/ML","Other","oth455_competitor_n2v_p10_q200_w1_kmeans_cluster_5","oth455_competitor_n2v_p10_q200_w1_kmeans_cluster_5","D1-lagged KMeans cluster label (5 clusters) from the W1 Node2Vec competitor latent vector (USA, N2V P10 Q200)","GROUP","USA","TOP3000","1","0.9484","","","2026-07-16T15:20:39","possible_direction=unknown"
"other455","Relationship enhanced with AI/ML","Other","oth455_competitor_n2v_p10_q200_w1_pca_fact1_cluster_10","oth455_competitor_n2v_p10_q200_w1_pca_fact1_cluster_10","D1-lagged categorical label (10 clusters) assigning the stock based on its PC1 score from the W1 Node2Vec competitor embedding (USA, N2V P10 Q200)","GROUP","USA","TOP3000","1","0.9484","","","2026-07-16T15:20:39","possible_direction=unknown"
"other455","Relationship enhanced with AI/ML","Other","oth455_competitor_n2v_p10_q200_w1_pca_fact1_cluster_20","oth455_competitor_n2v_p10_q200_w1_pca_fact1_cluster_20","D1-lagged categorical label (20 clusters) assigning the stock based on its PC1 score from the W1 Node2Vec competitor embedding (USA, N2V P10 Q200)","GROUP","USA","TOP3000","1","0.9484","","","2026-07-16T15:20:39","possible_direction=unknown"
"other455","Relationship enhanced with AI/ML","Other","oth455_competitor_n2v_p10_q200_w1_pca_fact1_cluster_5","oth455_competitor_n2v_p10_q200_w1_pca_fact1_cluster_5","D1-lagged categorical label (5 clusters) assigning the stock based on its PC1 score from the W1 Node2Vec competitor embedding (USA, N2V P10 Q200)","GROUP","USA","TOP3000","1","0.9484","","","2026-07-16T15:20:39","possible_direction=unknown"
"other455","Relationship enhanced with AI/ML","Other","oth455_competitor_n2v_p10_q200_w1_pca_fact1_value","oth455_competitor_n2v_p10_q200_w1_pca_fact1_value","D1-lagged PCA score on principal component 1 computed from the W1 Node2Vec competitor embedding (USA, N2V P10 Q200)","MATRIX","USA","TOP3000","1","0.9484","","","2026-07-16T15:20:39","possible_direction=unknown"
"other455","Relationship enhanced with AI/ML","Other","oth455_competitor_n2v_p10_q200_w1_pca_fact2_cluster_10","oth455_competitor_n2v_p10_q200_w1_pca_fact2_cluster_10","D1-lagged categorical label (10 clusters) based on PC2 score from the W1 Node2Vec competitor embedding (USA, N2V P10 Q200)","GROUP","USA","TOP3000","1","0.9484","","","2026-07-16T15:20:39","possible_direction=unknown"
"other455","Relationship enhanced with AI/ML","Other","oth455_competitor_n2v_p10_q200_w1_pca_fact2_cluster_20","oth455_competitor_n2v_p10_q200_w1_pca_fact2_cluster_20","D1-lagged categorical label (20 clusters) based on PC2 score from the W1 Node2Vec competitor embedding (USA, N2V P10 Q200)","GROUP","USA","TOP3000","1","0.9484","","","2026-07-16T15:20:39","possible_direction=unknown"
"other455","Relationship enhanced with AI/ML","Other","oth455_competitor_n2v_p10_q200_w1_pca_fact2_cluster_5","oth455_competitor_n2v_p10_q200_w1_pca_fact2_cluster_5","D1-lagged categorical label (5 clusters) based on PC2 score from the W1 Node2Vec competitor embedding (USA, N2V P10 Q200)","GROUP","USA","TOP3000","1","0.9484","","","2026-07-16T15:20:39","possible_direction=unknown"
"other455","Relationship enhanced with AI/ML","Other","oth455_competitor_n2v_p10_q200_w1_pca_fact2_value","oth455_competitor_n2v_p10_q200_w1_pca_fact2_value","D1-lagged PCA score on principal component 2 computed from the W1 Node2Vec competitor embedding (USA, N2V P10 Q200)","MATRIX","USA","TOP3000","1","0.9484","","","2026-07-16T15:20:39","possible_direction=unknown"
"other455","Relationship enhanced with AI/ML","Other","oth455_competitor_n2v_p10_q200_w1_pca_fact3_cluster_10","oth455_competitor_n2v_p10_q200_w1_pca_fact3_cluster_10","D1-lagged categorical label (10 clusters) based on PC3 score from the W1 Node2Vec competitor embedding (USA, N2V P10 Q200)","GROUP","USA","TOP3000","1","0.9484","","","2026-07-16T15:20:39","possible_direction=unknown"
"other455","Relationship enhanced with AI/ML","Other","oth455_competitor_n2v_p10_q200_w1_pca_fact3_cluster_20","oth455_competitor_n2v_p10_q200_w1_pca_fact3_cluster_20","D1-lagged categorical label (20 clusters) based on PC3 score from the W1 Node2Vec competitor embedding (USA, N2V P10 Q200)","GROUP","USA","TOP3000","1","0.9484","","","2026-07-16T15:20:39","possible_direction=unknown"
"other455","Relationship enhanced with AI/ML","Other","oth455_competitor_n2v_p10_q200_w1_pca_fact3_cluster_5","oth455_competitor_n2v_p10_q200_w1_pca_fact3_cluster_5","D1-lagged categorical label (5 clusters) based on PC3 score from the W1 Node2Vec competitor embedding (USA, N2V P10 Q200)","GROUP","USA","TOP3000","1","0.9484","","","2026-07-16T15:20:39","possible_direction=unknown"
"other455","Relationship enhanced with AI/ML","Other","oth455_competitor_n2v_p10_q200_w1_pca_fact3_value","oth455_competitor_n2v_p10_q200_w1_pca_fact3_value","D1-lagged PCA score on principal component 3 computed from the W1 Node2Vec competitor embedding (USA, N2V P10 Q200)","MATRIX","USA","TOP3000","1","0.9484","","","2026-07-16T15:20:39","possible_direction=unknown"
"other455","Relationship enhanced with AI/ML","Other","oth455_competitor_n2v_p10_q200_w2_kmeans_cluster_10","oth455_competitor_n2v_p10_q200_w2_kmeans_cluster_10","KMeans cluster label (k=10) for the D1-lagged Node2Vec embedding built from USA competitor relationships (window 2)","GROUP","USA","TOP3000","1","0.9484","","","2026-07-16T15:20:39","possible_direction=unknown"
"other455","Relationship enhanced with AI/ML","Other","oth455_competitor_n2v_p10_q200_w2_kmeans_cluster_20","oth455_competitor_n2v_p10_q200_w2_kmeans_cluster_20","KMeans cluster label (k=20) for the D1-lagged Node2Vec embedding built from USA competitor relationships (window 2)","GROUP","USA","TOP3000","1","0.9484","","","2026-07-16T15:20:39","possible_direction=unknown"
"other455","Relationship enhanced with AI/ML","Other","oth455_competitor_n2v_p10_q200_w2_kmeans_cluster_5","oth455_competitor_n2v_p10_q200_w2_kmeans_cluster_5","KMeans cluster label (k=5) for the D1-lagged Node2Vec embedding built from USA competitor relationships (window 2)","GROUP","USA","TOP3000","1","0.9484","","","2026-07-16T15:20:39","possible_direction=unknown"
"other455","Relationship enhanced with AI/ML","Other","oth455_competitor_n2v_p10_q200_w2_pca_fact1_cluster_10","oth455_competitor_n2v_p10_q200_w2_pca_fact1_cluster_10","D1-lagged categorical label (10 clusters) assigning the stock based on its PC1 score from the W2 Node2Vec competitor embedding (USA, N2V P10 Q200)","GROUP","USA","TOP3000","1","0.9484","","","2026-07-16T15:20:39","possible_direction=unknown"
"other455","Relationship enhanced with AI/ML","Other","oth455_competitor_n2v_p10_q200_w2_pca_fact1_cluster_20","oth455_competitor_n2v_p10_q200_w2_pca_fact1_cluster_20","D1-lagged categorical label (20 clusters) assigning the stock based on its PC1 score from the W2 Node2Vec competitor embedding (USA, N2V P10 Q200)","GROUP","USA","TOP3000","1","0.9484","","","2026-07-16T15:20:39","possible_direction=unknown"
"other455","Relationship enhanced with AI/ML","Other","oth455_competitor_n2v_p10_q200_w2_pca_fact1_cluster_5","oth455_competitor_n2v_p10_q200_w2_pca_fact1_cluster_5","D1-lagged categorical label (5 clusters) assigning the stock based on its PC1 score from the W2 Node2Vec competitor embedding (USA, N2V P10 Q200)","GROUP","USA","TOP3000","1","0.9484","","","2026-07-16T15:20:39","possible_direction=unknown"
"other455","Relationship enhanced with AI/ML","Other","oth455_competitor_n2v_p10_q200_w2_pca_fact1_value","oth455_competitor_n2v_p10_q200_w2_pca_fact1_value","D1-lagged PCA score on principal component 1 computed from the W2 Node2Vec competitor embedding (USA, N2V P10 Q200)","MATRIX","USA","TOP3000","1","0.9484","","","2026-07-16T15:20:39","possible_direction=unknown"
"other455","Relationship enhanced with AI/ML","Other","oth455_competitor_n2v_p10_q200_w2_pca_fact2_cluster_10","oth455_competitor_n2v_p10_q200_w2_pca_fact2_cluster_10","D1-lagged categorical label (10 clusters) based on PC2 score from the W2 Node2Vec competitor embedding (USA, N2V P10 Q200)","GROUP","USA","TOP3000","1","0.9484","","","2026-07-16T15:20:39","possible_direction=unknown"
"other455","Relationship enhanced with AI/ML","Other","oth455_competitor_n2v_p10_q200_w2_pca_fact2_cluster_20","oth455_competitor_n2v_p10_q200_w2_pca_fact2_cluster_20","D1-lagged categorical label (20 clusters) based on PC2 score from the W2 Node2Vec competitor embedding (USA, N2V P10 Q200)","GROUP","USA","TOP3000","1","0.9484","","","2026-07-16T15:20:39","possible_direction=unknown"
"other455","Relationship enhanced with AI/ML","Other","oth455_competitor_n2v_p10_q200_w2_pca_fact2_cluster_5","oth455_competitor_n2v_p10_q200_w2_pca_fact2_cluster_5","D1-lagged categorical label (5 clusters) based on PC2 score from the W2 Node2Vec competitor embedding (USA, N2V P10 Q200)","GROUP","USA","TOP3000","1","0.9484","","","2026-07-16T15:20:39","possible_direction=unknown"
"other455","Relationship enhanced with AI/ML","Other","oth455_competitor_n2v_p10_q200_w2_pca_fact2_value","oth455_competitor_n2v_p10_q200_w2_pca_fact2_value","D1-lagged PCA score on principal component 2 computed from the W2 Node2Vec competitor embedding (USA, N2V P10 Q200)","MATRIX","USA","TOP3000","1","0.9484","","","2026-07-16T15:20:39","possible_direction=unknown"
"other455","Relationship enhanced with AI/ML","Other","oth455_competitor_n2v_p10_q200_w2_pca_fact3_cluster_10","oth455_competitor_n2v_p10_q200_w2_pca_fact3_cluster_10","D1-lagged categorical label (10 clusters) based on PC3 score from the W2 Node2Vec competitor embedding (USA, N2V P10 Q200)","GROUP","USA","TOP3000","1","0.9484","","","2026-07-16T15:20:39","possible_direction=unknown"
"other455","Relationship enhanced with AI/ML","Other","oth455_competitor_n2v_p10_q200_w2_pca_fact3_cluster_20","oth455_competitor_n2v_p10_q200_w2_pca_fact3_cluster_20","D1-lagged categorical label (20 clusters) based on PC3 score from the W2 Node2Vec competitor embedding (USA, N2V P10 Q200)","GROUP","USA","TOP3000","1","0.9484","","","2026-07-16T15:20:39","possible_direction=unknown"
"other455","Relationship enhanced with AI/ML","Other","oth455_competitor_n2v_p10_q200_w2_pca_fact3_cluster_5","oth455_competitor_n2v_p10_q200_w2_pca_fact3_cluster_5","D1-lagged categorical label (5 clusters) based on PC3 score from the W2 Node2Vec competitor embedding (USA, N2V P10 Q200)","GROUP","USA","TOP3000","1","0.9484","","","2026-07-16T15:20:39","possible_direction=unknown"
"other455","Relationship enhanced with AI/ML","Other","oth455_competitor_n2v_p10_q200_w2_pca_fact3_value","oth455_competitor_n2v_p10_q200_w2_pca_fact3_value","D1-lagged PCA score on principal component 3 computed from the W2 Node2Vec competitor embedding (USA, N2V P10 Q200)","MATRIX","USA","TOP3000","1","0.9484","","","2026-07-16T15:20:39","possible_direction=unknown"
"other455","Relationship enhanced with AI/ML","Other","oth455_competitor_n2v_p10_q200_w3_kmeans_cluster_10","oth455_competitor_n2v_p10_q200_w3_kmeans_cluster_10","KMeans cluster label (k=10) for the D1-lagged Node2Vec embedding built from USA competitor relationships (window 3)","GROUP","USA","TOP3000","1","0.9484","","","2026-07-16T15:20:39","possible_direction=unknown"
"other455","Relationship enhanced with AI/ML","Other","oth455_competitor_n2v_p10_q200_w3_kmeans_cluster_20","oth455_competitor_n2v_p10_q200_w3_kmeans_cluster_20","KMeans cluster label (k=20) for the D1-lagged Node2Vec embedding built from USA competitor relationships (window 3)","GROUP","USA","TOP3000","1","0.9484","","","2026-07-16T15:20:39","possible_direction=unknown"
"other455","Relationship enhanced with AI/ML","Other","oth455_competitor_n2v_p10_q200_w3_kmeans_cluster_5","oth455_competitor_n2v_p10_q200_w3_kmeans_cluster_5","KMeans cluster label (k=5) for the D1-lagged Node2Vec embedding built from USA competitor relationships (window 3)","GROUP","USA","TOP3000","1","0.9484","","","2026-07-16T15:20:39","possible_direction=unknown"
"other455","Relationship enhanced with AI/ML","Other","oth455_competitor_n2v_p10_q200_w3_pca_fact1_cluster_10","oth455_competitor_n2v_p10_q200_w3_pca_fact1_cluster_10","Cluster ID (k=10) based on the 1st PCA component from the Node2Vec competitor embedding (window 3), D1-lagged","GROUP","USA","TOP3000","1","0.9484","","","2026-07-16T15:20:39","possible_direction=unknown"
