"dataset_id","dataset_name","dataset_category","field_id","field_name","description","field_type","region","universe","delay","coverage","user_permission","permission_level","last_seen","notes"
"pv13","Relationship Data for Equity","Price Volume","primary_sector_focused_company_count","primary_sector_focused_company_count","Number of companies primarily focused in a given sector.","MATRIX","USA","TOP3000","1","0.3508","","","2026-07-16T15:20:39","possible_direction=volume"
"pv13","Relationship Data for Equity","Price Volume","pv13_1l_scibr","pv13_1l_scibr","grouping fields","GROUP","USA","TOP3000","1","0.9385","","","2026-07-16T15:20:39","possible_direction=volume"
"pv13","Relationship Data for Equity","Price Volume","pv13_2l_scibr","pv13_2l_scibr","grouping fields","GROUP","USA","TOP3000","1","0.9385","","","2026-07-16T15:20:39","possible_direction=volume"
"pv13","Relationship Data for Equity","Price Volume","pv13_3l_scibr","pv13_3l_scibr","grouping fields","GROUP","USA","TOP3000","1","0.9385","","","2026-07-16T15:20:39","possible_direction=volume"
"pv13","Relationship Data for Equity","Price Volume","pv13_4l_scibr","pv13_4l_scibr","grouping fields","GROUP","USA","TOP3000","1","0.9385","","","2026-07-16T15:20:39","possible_direction=volume"
"pv13","Relationship Data for Equity","Price Volume","pv13_5l_scibr","pv13_5l_scibr","grouping fields","GROUP","USA","TOP3000","1","0.9385","","","2026-07-16T15:20:39","possible_direction=volume"
"pv13","Relationship Data for Equity","Price Volume","pv13_6l_scibr","pv13_6l_scibr","grouping fields","GROUP","USA","TOP3000","1","0.9385","","","2026-07-16T15:20:39","possible_direction=volume"
"pv13","Relationship Data for Equity","Price Volume","pv13_com_page_rank","pv13_com_page_rank","the PageRank of competitors","MATRIX","USA","TOP3000","1","0.9051","","","2026-07-16T15:20:39","possible_direction=volume"
"pv13","Relationship Data for Equity","Price Volume","pv13_com_rk_au","pv13_com_rk_au","the HITS authority score of competitors","MATRIX","USA","TOP3000","1","0.9051","","","2026-07-16T15:20:39","possible_direction=volume"
"pv13","Relationship Data for Equity","Price Volume","pv13_custretsig_retsig","pv13_custretsig_retsig","Sign of customer return","MATRIX","USA","TOP3000","1","0.9276","","","2026-07-16T15:20:39","possible_direction=volume"
"pv13","Relationship Data for Equity","Price Volume","pv13_di_5l","pv13_di_5l","grouping fields","GROUP","USA","TOP3000","1","1.0","","","2026-07-16T15:20:39","possible_direction=volume"
"pv13","Relationship Data for Equity","Price Volume","pv13_di_6l","pv13_di_6l","grouping fields","GROUP","USA","TOP3000","1","1.0","","","2026-07-16T15:20:39","possible_direction=volume"
"pv13","Relationship Data for Equity","Price Volume","pv13_h2_min2_1k_sector","pv13_h2_min2_1k_sector","Grouping fields for top 1000","GROUP","USA","TOP3000","1","0.3681","","","2026-07-16T15:20:39","possible_direction=volume"
"pv13","Relationship Data for Equity","Price Volume","pv13_h2_sector","pv13_h2_sector","grouping fields","GROUP","USA","TOP3000","1","1.0","","","2026-07-16T15:20:39","possible_direction=volume"
"pv13","Relationship Data for Equity","Price Volume","pv13_h_f1_sector","pv13_h_f1_sector","grouping fields","GROUP","USA","TOP3000","1","0.9989","","","2026-07-16T15:20:39","possible_direction=volume"
"pv13","Relationship Data for Equity","Price Volume","pv13_h_f3_sector","pv13_h_f3_sector","grouping fields","GROUP","USA","TOP3000","1","0.9989","","","2026-07-16T15:20:39","possible_direction=volume"
"pv13","Relationship Data for Equity","Price Volume","pv13_h_min10_all_sector","pv13_h_min10_all_sector","grouping fields","GROUP","USA","TOP3000","1","0.9995","","","2026-07-16T15:20:39","possible_direction=volume"
"pv13","Relationship Data for Equity","Price Volume","pv13_h_min10_top3000_sector","pv13_h_min10_top3000_sector","grouping fields","GROUP","USA","TOP3000","1","1.0","","","2026-07-16T15:20:39","possible_direction=volume"
"pv13","Relationship Data for Equity","Price Volume","pv13_h_min20_top3000_sector","pv13_h_min20_top3000_sector","grouping fields","GROUP","USA","TOP3000","1","1.0","","","2026-07-16T15:20:39","possible_direction=volume"
"pv13","Relationship Data for Equity","Price Volume","pv13_h_min22_1000_sector","pv13_h_min22_1000_sector","Grouping fields for top 1000","GROUP","USA","TOP3000","1","0.3673","","","2026-07-16T15:20:39","possible_direction=volume"
"pv13","Relationship Data for Equity","Price Volume","pv13_h_min24_500_sector","pv13_h_min24_500_sector","Grouping fields for top 500","GROUP","USA","TOP3000","1","0.186","","","2026-07-16T15:20:39","possible_direction=volume"
"pv13","Relationship Data for Equity","Price Volume","pv13_h_min2_3000_sector","pv13_h_min2_3000_sector","grouping fields","GROUP","USA","TOP3000","1","1.0","","","2026-07-16T15:20:39","possible_direction=volume"
"pv13","Relationship Data for Equity","Price Volume","pv13_h_min2_focused_pureplay_3000_sector","pv13_h_min2_focused_pureplay_3000_sector","grouping fields","GROUP","USA","TOP3000","1","1.0","","","2026-07-16T15:20:39","possible_direction=volume"
"pv13","Relationship Data for Equity","Price Volume","pv13_h_min2_focused_sector","pv13_h_min2_focused_sector","Grouping fields for top 200","GROUP","USA","TOP3000","1","0.1832","","","2026-07-16T15:20:39","possible_direction=volume"
"pv13","Relationship Data for Equity","Price Volume","pv13_h_min30_3000_mapped_sector","pv13_h_min30_3000_mapped_sector","grouping fields","GROUP","USA","TOP3000","1","1.0","","","2026-07-16T15:20:39","possible_direction=volume"
"pv13","Relationship Data for Equity","Price Volume","pv13_h_min51_f3_sector","pv13_h_min51_f3_sector","grouping fields","GROUP","USA","TOP3000","1","0.9989","","","2026-07-16T15:20:39","possible_direction=volume"
"pv13","Relationship Data for Equity","Price Volume","pv13_h_min52_1k_sector","pv13_h_min52_1k_sector","Grouping fields for top 1000","GROUP","USA","TOP3000","1","0.3673","","","2026-07-16T15:20:39","possible_direction=volume"
"pv13","Relationship Data for Equity","Price Volume","pv13_h_min52_3000_sector","pv13_h_min52_3000_sector","grouping fields","GROUP","USA","TOP3000","1","1.0","","","2026-07-16T15:20:39","possible_direction=volume"
"pv13","Relationship Data for Equity","Price Volume","pv13_h_min5_3000_sector","pv13_h_min5_3000_sector","grouping fields","GROUP","USA","TOP3000","1","1.0","","","2026-07-16T15:20:39","possible_direction=volume"
"pv13","Relationship Data for Equity","Price Volume","pv13_h_min5_500_sector","pv13_h_min5_500_sector","Grouping fields","GROUP","USA","TOP3000","1","0.1832","","","2026-07-16T15:20:39","possible_direction=volume"
"pv13","Relationship Data for Equity","Price Volume","pv13_hierarchy23_513_sector","pv13_hierarchy23_513_sector","grouping fields","GROUP","USA","TOP3000","1","0.9933","","","2026-07-16T15:20:39","possible_direction=volume"
"pv13","Relationship Data for Equity","Price Volume","pv13_hierarchy23_sector","pv13_hierarchy23_sector","grouping fields","GROUP","USA","TOP3000","1","1.0","","","2026-07-16T15:20:39","possible_direction=volume"
